Word,Alpha,Rank,AnagramCount
MUSICALS,ACILMSSU,2,0
MUSICIAN,ACIIMNSU,1,0
MUSICIANS,ACIIMNSSU,1,0
MUSICIANSHIP,ACHIIIMNPSSU,2,0
MUSICOLOGICAL,ACCGIILLMOOSU,3,0
MUSICOLOGIST,CGIILMOOSSTU,3,0
MUSICOLOGISTS,CGIILMOOSSSTU,3,0
MUSICS,CIMSSU,2,0
MUSING,GIMNSU,2,0
MUSINGLY,GILMNSUY,3,0
MUSINGS,GIMNSSU,2,1
MUSK,KMSU,2,0
MUSKEG,EGKMSU,3,0
MUSKET,EKMSTU,2,0
MUSKETEER,EEEKMRSTU,3,0
MUSKETEERS,EEEKMRSSTU,2,0
MUSKETRY,EKMRSTUY,3,0
MUSKETS,EKMSSTU,2,0
MUSKIE,EIKMSU,2,0
MUSKIES,EIKMSSU,3,0
MUSKMELON,EKLMMNOSU,3,0
MUSKRAT,AKMRSTU,3,0
MUSKRATS,AKMRSSTU,3,0
MUSKY,KMSUY,2,0
MUSLIN,ILMNSU,2,0
MUSS,MSSU,3,1
MUSSED,DEMSSU,3,1
MUSSEL,ELMSSU,2,0
MUSSELS,ELMSSSU,2,0
MUSSES,EMSSSU,3,0
MUSSING,GIMNSSU,3,1
MUST,MSTU,2,1
MUSTACHE,ACEHMSTU,2,0
MUSTACHED,ACDEHMSTU,3,0
MUSTACHES,ACEHMSSTU,3,0
MUSTACHIOED,ACDEHIMOSTU,3,0
MUSTANG,AGMNSTU,2,0
MUSTARD,ADMRSTU,1,0
MUSTARDS,ADMRSSTU,3,0
MUSTARDY,ADMRSTUY,3,0
MUSTER,EMRSTU,2,0
MUSTERED,DEEMRSTU,3,0
MUSTERING,EGIMNRSTU,3,0
MUSTERS,EMRSSTU,3,0
MUSTINESS,EIMNSSSTU,3,0
MUSTS,MSSTU,3,0
MUSTY,MSTUY,2,0
MUTABILITY,ABIILMTTUY,3,0
MUTABLE,ABELMTU,3,0
MUTAGEN,AEGMNTU,3,1
MUTAGENESIS,AEEGIMNSSTU,3,0
MUTAGENIC,ACEGIMNTU,3,0
MUTAGENS,AEGMNSTU,3,1
MUTANT,AMNTTU,2,0
MUTANTS,AMNSTTU,2,0
MUTATE,AEMTTU,3,0
MUTATED,ADEMTTU,3,0
MUTATES,AEMSTTU,3,0
MUTATING,AGIMNTTU,3,0
MUTATION,AIMNOTTU,2,0
MUTATIONS,AIMNOSTTU,2,0
MUTE,EMTU,3,0
MUTED,DEMTU,3,0
MUTELY,ELMTUY,3,0
MUTENESS,EEMNSSTU,3,0
MUTES,EMSTU,3,0
MUTILATE,AEILMTTU,3,1
MUTILATED,ADEILMTTU,3,0
MUTILATING,AGIILMNTTU,3,0
MUTILATION,AIILMNOTTU,2,0
MUTILATIONS,AIILMNOSTTU,3,1
MUTINEERS,EEIMNRSTU,3,0
MUTING,GIMNTU,3,0
MUTINIED,DEIIMNTU,3,0
MUTINIES,EIIMNSTU,3,0
MUTINOUS,IMNOSTUU,3,0
MUTINY,IMNTUY,2,0
MUTISM,IMMSTU,3,1
MUTT,MTTU,2,0
MUTTER,EMRTTU,3,0
MUTTERED,DEEMRTTU,3,0
MUTTERING,EGIMNRTTU,2,0
MUTTERS,EMRSTTU,3,0
MUTTON,MNOTTU,2,0
MUTTONCHOPS,CHMNOOPSTTU,3,0
MUTTS,MSTTU,3,0
MUTUAL,ALMTUU,1,1
MUTUALISM,AILMMSTUU,3,0
MUTUALISTIC,ACIILMSTTUU,3,0
MUTUALITY,AILMTTUUY,2,0
MUTUALLY,ALLMTUUY,2,0
MUUMUU,MMUUUU,3,0
MUZZLE,ELMUZZ,3,0
MUZZLED,DELMUZZ,3,0
MUZZLES,ELMSUZZ,3,0
MUZZLING,GILMNUZZ,3,0
MUZZY,MUYZZ,3,0
MY,MY,1,0
MYALGIA,AAGILMY,3,0
MYASTHENIA,AAEHIMNSTY,3,0
MYCELIUM,CEILMMUY,3,0
MYCOBACTERIA,AABCCEIMORTY,3,0
MYCOBACTERIAL,AABCCEILMORTY,3,0
MYCOBACTERIUM,ABCCEIMMORTUY,3,0
MYCOLOGICAL,ACCGILLMOOY,3,0
MYCOLOGIST,CGILMOOSTY,3,0
MYCOLOGISTS,CGILMOOSSTY,3,0
MYCOLOGY,CGLMOOYY,3,0
MYCOPLASMA,AACLMMOPSY,3,0
MYCORRHIZAL,ACHILMORRYZ,3,0
MYCOSIS,CIMOSSY,3,0
MYCOTIC,CCIMOTY,3,0
MYCOTOXINS,CIMNOOSTXY,3,0
MYELIN,EILMNY,3,0
MYELINATED,ADEEILMNTY,3,0
MYELOGENOUS,EEGLMNOOSUY,3,0
MYELOID,DEILMOY,3,0
MYELOMA,AELMMOY,3,0
MYLAR,ALMRY,3,0
MYNA,AMNY,3,1
MYOCARDIAL,AACDILMORY,2,0
MYOCARDITIS,ACDIIMORSTY,3,0
MYOCARDIUM,ACDIMMORUY,3,0
MYOCLONUS,CLMNOOSUY,3,0
MYOELECTRIC,CCEEILMORTY,3,0
MYOGLOBIN,BGILMNOOY,3,0
MYOPIA,AIMOPY,2,0
MYOPIC,CIMOPY,2,0
MYOPICALLY,ACILLMOPYY,3,0
MYOSIN,IMNOSY,3,1
MYRIAD,ADIMRY,1,0
MYRIADS,ADIMRSY,3,0
MYRRH,HMRRY,3,0
MYRTLE,ELMRTY,2,0
MYRTLES,ELMRSTY,3,0
MYSELF,EFLMSY,1,0
MYSTERIES,EEIMRSSTY,1,0
MYSTERIOUS,EIMORSSTUY,1,0
MYSTERIOUSLY,EILMORSSTUYY,2,0
MYSTERIOUSNESS,EEIMNORSSSSTUY,3,0
MYSTERY,EMRSTYY,1,0
MYSTIC,CIMSTY,2,0
MYSTICAL,ACILMSTY,2,0
MYSTICALLY,ACILLMSTYY,3,0
MYSTICISM,CIIMMSSTY,2,0
MYSTICS,CIMSSTY,2,0
MYSTIFICATION,ACFIIIMNOSTTY,3,0
MYSTIFICATIONS,ACFIIIMNOSSTTY,3,0
MYSTIFIED,DEFIIMSTY,3,0
MYSTIFIES,EFIIMSSTY,3,0
MYSTIFY,FIMSTYY,3,0
MYSTIFYING,FGIIMNSTYY,2,0
MYSTIQUE,EIMQSTUY,2,0
MYTH,HMTY,1,0
MYTHIC,CHIMTY,2,1
MYTHICAL,ACHILMTY,2,0
MYTHICALLY,ACHILLMTYY,3,0
MYTHMAKING,AGHIKMMNTY,3,0
MYTHOLOGICAL,ACGHILLMOOTY,2,0
MYTHOLOGIES,EGHILMOOSTY,2,0
MYTHOLOGIST,GHILMOOSTTY,3,0
MYTHOLOGIZE,EGHILMOOTYZ,3,0
MYTHOLOGIZED,DEGHILMOOTYZ,3,0
MYTHOLOGIZING,GGHIILMNOOTYZ,3,0
MYTHOLOGY,GHLMOOTYY,2,0
MYTHOPOEIC,CEHIMOOPTY,3,0
MYTHOPOETIC,CEHIMOOPTTY,3,0
MYTHOS,HMOSTY,3,0
MYTHS,HMSTY,1,0
MYXOID,DIMOXY,3,0
NA,AN,1,1
NAAN,AANN,3,1
NAB,ABN,2,1
NABBED,ABBDEN,3,0
NABBING,ABBGINN,3,0
NABOB,ABBNO,3,0
NABOBS,ABBNOS,3,0
NABS,ABNS,3,1
NACELLE,ACEELLN,3,0
NACELLES,ACEELLNS,3,0
NACHO,ACHNO,3,1
NACHOS,ACHNOS,2,0
NACRE,ACENR,3,1
NACREOUS,ACENORSU,3,0
NADIR,ADINR,2,2
NAG,AGN,2,0
NAGGED,ADEGGN,3,1
NAGGING,AGGGINN,3,1
NAGS,AGNS,3,2
NAH,AHN,2,0
NAIL,AILN,2,1
NAILED,ADEILN,3,1
NAILER,AEILNR,3,1
NAILHEAD,AADEHILN,3,0
NAILHEADS,AADEHILNS,3,0
NAILING,AGIILNN,2,0
NAILS,AILNS,3,2
NAIVE,AEINV,1,0
NAIVELY,AEILNVY,2,0
NAIVETE,AEEINTV,2,0
NAIVETY,AEINTVY,3,0
NAKED,ADEKN,1,1
NAKEDLY,ADEKLNY,3,0
NAKEDNESS,ADEEKNNSS,2,0
NALOXONE,AELNNOOX,3,0
NALTREXONE,AEELNNORTX,3,0
NAME,AEMN,1,3
NAMED,ADEMN,2,1
NAMELESS,AEELMNSS,2,3
NAMELY,AELMNY,1,2
NAMEPLATE,AAEELMNPT,2,0
NAMEPLATES,AAEELMNPST,3,0
NAMES,AEMNS,2,3
NAMESAKE,AAEEKMNS,2,0
NAMESAKES,AAEEKMNSS,3,0
NAMETAG,AAEGMNT,3,2
NAMETAGS,AAEGMNST,3,1
NAMING,AGIMNN,2,0
NAN,ANN,2,0
NANA,AANN,2,1
NANAS,AANNS,3,0
NANNIES,AEINNNS,2,0
NANNY,ANNNY,2,0
NANOGRAMS,AAGMNNORS,3,0
NANOMETER,AEEMNNORT,3,0
NANOMETERS,AEEMNNORST,2,0
NANOSCALE,AACELNNOS,2,0
NANOSECOND,ACDENNNOOS,3,0
NANOSECONDS,ACDENNNOOSS,3,0
NANOTECH,ACEHNNOT,2,0
NANOTECHNOLOGY,ACEGHLNNNOOOTY,2,0
NANOTUBE,ABENNOTU,3,0
NANOTUBES,ABENNOSTU,2,0
NAP,ANP,2,1
NAPALM,AALMNP,3,0
NAPE,AENP,2,2
NAPHTHA,AAHHNPT,3,0
NAPHTHALENE,AAEEHHLNNPT,3,0
NAPKIN,AIKNNP,2,0
NAPKINS,AIKNNPS,2,0
NAPPED,ADENPP,3,1
NAPPIES,AEINPPS,3,0
NAPPING,AGINNPP,2,0
NAPPY,ANPPY,3,0
NAPROXEN,AENNOPRX,3,0
NAPS,ANPS,3,3
NARC,ACNR,3,0
NARCISSISM,ACIIMNRSSS,2,0
NARCISSIST,ACIINRSSST,3,0
NARCISSISTIC,ACCIIINRSSST,2,0
NARCISSISTS,ACIINRSSSST,3,0
NARCO,ACNOR,3,1
NARCOLEPSY,ACELNOPRSY,3,0
NARCOLEPTIC,ACCEILNOPRT,3,0
NARCOS,ACNORS,3,1
NARCOSIS,ACINORSS,3,0
NARCOTIC,ACCINORT,2,0
NARCOTICS,ACCINORST,2,0
NARCS,ACNRS,3,0
NARRATE,AAENRRT,2,0
NARRATED,AADENRRT,3,0
NARRATES,AAENRRST,2,0
NARRATING,AAGINNRRT,2,0
NARRATION,AAINNORRT,2,0
NARRATIONAL,AAAILNNORRT,3,0
NARRATIONS,AAINNORRST,3,0
NARRATIVE,AAEINRRTV,1,0
NARRATIVELY,AAEILNRRTVY,3,0
NARRATIVES,AAEINRRSTV,1,0
NARRATOLOGICAL,AAACGILLNOORRT,2,0
NARRATOLOGISTS,AAGILNOORRSSTT,3,0
NARRATOLOGY,AAGLNOORRTY,2,0
NARRATOR,AANORRRT,1,0
NARRATORS,AANORRRST,2,0
NARROW,ANORRW,2,0
NARROWBAND,AABDNNORRW,3,0
NARROWED,ADENORRW,3,0
NARROWER,AENORRRW,2,0
NARROWEST,AENORRSTW,2,0
NARROWING,AGINNORRW,2,0
NARROWLY,ALNORRWY,2,0
NARROWNESS,AENNORRSSW,3,0
NARROWS,ANORRSW,2,0
NARTHEX,AEHNRTX,3,0
NARWHAL,AAHLNRW,3,0
NARWHALS,AAHLNRSW,3,0
NARY,ANRY,3,1
NASAL,AALNS,3,0
NASALITY,AAILNSTY,3,0
NASALLY,AALLNSY,3,0
NASALS,AALNSS,3,0
NASCENT,ACENNST,2,0
NASOGASTRIC,AACGINORSST,3,0
NASOPHARYNGEAL,AAAEGHLNNOPRSY,3,0
NASOPHARYNX,AAHNNOPRSXY,3,0
NASTIER,AEINRST,2,3
NASTIES,AEINSST,3,1
NASTIEST,AEINSSTT,3,0
NASTILY,AILNSTY,3,1
NASTINESS,AEINNSSST,2,0
NASTURTIUM,AIMNRSTTUU,3,0
NASTURTIUMS,AIMNRSSTTUU,3,0
NASTY,ANSTY,1,1
NATAL,AALNT,2,0
NATATORIUM,AAIMNORTTU,3,1
NATCH,ACHNT,3,1
NATION,AINNOT,1,1
NATIONAL,AAILNNOT,3,0
NATIONALISM,AAIILMNNOST,1,1
NATIONALISMS,AAIILMNNOSST,3,0
NATIONALIST,AAIILNNOSTT,2,0
NATIONALISTIC,AACIIILNNOSTT,2,0
NATIONALISTS,AAIILNNOSSTT,2,0
NATIONALITIES,AAEIIILNNOSTT,2,0
NATIONALITY,AAIILNNOTTY,2,0
NATIONALIZATION,AAAIIILNNNOOTTZ,2,0
NATIONALIZE,AAEIILNNOTZ,3,0
NATIONALIZED,AADEIILNNOTZ,3,0
NATIONALIZING,AAGIIILNNNOTZ,3,0
NATIONALLY,AAILLNNOTY,1,0
NATIONALS,AAILNNOST,2,1
NATIONHOOD,ADHINNOOOT,2,0
NATIONS,AINNOST,1,1
NATIONWIDE,ADEIINNOTW,1,0
NATIVE,AEINTV,2,0
NATIVELY,AEILNTVY,3,1
NATIVES,AEINSTV,1,0
NATIVISM,AIIMNSTV,3,1
NATIVIST,AIINSTTV,3,0
NATIVISTS,AIINSSTTV,3,0
NATIVITY,AIINTTVY,2,0
NATRIURETIC,ACEIINRRTTU,3,0
NATRON,ANNORT,3,1
NATTERING,AEGINNRTT,3,0
NATTILY,AILNTTY,3,0
NATTY,ANTTY,3,0
NATURAL,AALNRTU,1,0
NATURALISM,AAILMNRSTU,2,0
NATURALIST,AAILNRSTTU,2,0
NATURALISTIC,AACIILNRSTTU,2,0
NATURALISTS,AAILNRSSTTU,2,0
NATURALIZATION,AAAIILNNORTTUZ,2,0
NATURALIZATIONS,AAAIILNNORSTTUZ,3,0
NATURALIZE,AAEILNRTUZ,3,0
NATURALIZED,AADEILNRTUZ,3,0
NATURALIZES,AAEILNRSTUZ,3,0
NATURALIZING,AAGIILNNRTUZ,3,0
NATURALLY,AALLNRTUY,1,0
NATURALNESS,AAELNNRSSTU,3,0
NATURALS,AALNRSTU,3,0
NATURE,AENRTU,1,0
NATURED,ADENRTU,3,1
NATURES,AENRSTU,2,1
NATUROPATH,AAHNOPRTTU,3,0
NATUROPATHIC,AACHINOPRTTU,3,0
NATUROPATHS,AAHNOPRSTTU,3,0
NATUROPATHY,AAHNOPRTTUY,3,0
NAUGHT,AGHNTU,2,0
NAUGHTILY,AGHILNTUY,3,0
NAUGHTINESS,AEGHINNSSTU,3,0
NAUGHTY,AGHNTUY,2,0
NAUSEA,AAENSU,2,0
NAUSEATE,AAEENSTU,3,0
NAUSEATED,AADEENSTU,3,0
NAUSEATES,AAEENSSTU,3,0
NAUSEATING,AAEGINNSTU,2,0
NAUSEATINGLY,AAEGILNNSTUY,3,0
NAUSEOUS,AENOSSUU,2,0
NAUTICAL,AACILNTU,2,0
NAUTILUS,AILNSTUU,3,0
NAVAL,AALNV,1,0
NAVE,AENV,2,1
NAVEL,AELNV,2,1
NAVELS,AELNSV,3,0
NAVICULAR,AACILNRUV,3,0
NAVIES,AEINSV,3,0
NAVIGABLE,AABEGILNV,2,0
NAVIGATE,AAEGINTV,2,0
NAVIGATED,AADEGINTV,3,0
NAVIGATES,AAEGINSTV,3,0
NAVIGATING,AAGGIINNTV,2,0
NAVIGATION,AAGIINNOTV,2,0
NAVIGATIONAL,AAAGIILNNOTV,2,0
NAVIGATOR,AAGINORTV,2,0
NAVIGATORS,AAGINORSTV,3,0
NAVY,ANVY,1,0
NAW,ANW,2,1
NAY,ANY,2,1
NAYS,ANSY,3,0
NAYSAYER,AAENRSYY,3,0
NAYSAYERS,AAENRSSYY,2,0
NAZI,AINZ,3,0
NAZIS,AINSZ,1,0
NEAP,AENP,3,2
NEAR,AENR,2,1
NEARBY,ABENRY,1,0
NEARED,ADEENR,3,2
NEARER,AEENRR,2,1
NEAREST,AEENRST,3,2
NEARING,AEGINNR,2,2
NEARLY,AELNRY,1,0
NEARNESS,AEENNRSS,3,0
NEARS,AENRS,2,3
NEARSHORE,AEEHNORRS,3,0
NEARSIDE,ADEEINRS,3,1
NEARSIGHTED,ADEEGHINRST,3,0
NEARSIGHTEDNESS,ADEEEGHINNRSSST,3,0
NEAT,AENT,1,0
NEATEN,AEENNT,3,0
NEATER,AEENRT,3,0
NEATEST,AEENSTT,3,0
NEATLY,AELNTY,1,0
NEATNESS,AEENNSST,2,0
NEATNIK,AEIKNNT,3,0
NEBBISH,BBEHINS,3,0
NEBBISHY,BBEHINSY,3,0
NEBULA,ABELNU,2,1
NEBULAE,ABEELNU,2,0
NEBULAR,ABELNRU,3,0
NEBULAS,ABELNSU,3,0
NEBULIZER,BEEILNRUZ,3,0
NEBULOSITY,BEILNOSTUY,3,0
NEBULOUS,BELNOSUU,2,0
NECESSARIES,ACEEEINRSSS,3,0
NECESSARILY,ACEEILNRSSY,1,0
NECESSARY,ACEENRSSY,1,0
NECESSITATE,ACEEEINSSTT,2,0
NECESSITATED,ACDEEEINSSTT,2,0
NECESSITATES,ACEEEINSSSTT,2,0
NECESSITATING,ACEEGIINNSSTT,2,0
NECESSITIES,CEEEIINSSST,2,0
NECESSITY,CEEINSSTY,1,0
NECK,CEKN,2,0
NECKED,CDEEKN,3,0
NECKERCHIEF,CCEEEFHIKNR,3,0
NECKING,CEGIKNN,3,0
NECKLACE,ACCEEKLN,1,0
NECKLACES,ACCEEKLNS,2,0
NECKLESS,CEEKLNSS,3,0
NECKLINE,CEEIKLNN,2,0
NECKLINES,CEEIKLNNS,3,0
NECKPIECE,CCEEEIKNP,3,0
NECKS,CEKNS,2,0
NECKTIE,CEEIKNT,2,0
NECKTIES,CEEIKNST,2,0
NECKWEAR,ACEEKNRW,3,0
NECROMANCER,ACCEEMNNORR,3,0
NECROMANCERS,ACCEEMNNORRS,3,0
NECROMANCY,ACCEMNNORY,3,0
NECROPHILIA,ACEHIILNOPR,3,0
NECROPOLIS,CEILNOOPRS,3,0
NECROPSY,CENOPRSY,3,0
NECROSIS,CEINORSS,2,0
NECROTIC,CCEINORT,3,1
NECROTIZING,CEGIINNORTZ,3,0
NECTAR,ACENRT,2,3
NECTARINE,ACEEINNRT,3,0
NECTARINES,ACEEINNRST,3,1
NECTARS,ACENRST,3,2
NEED,DEEN,1,0
NEEDED,DDEEEN,2,0
NEEDFUL,DEEFLNU,3,0
NEEDIER,DEEEINR,3,0
NEEDIEST,DEEEINST,3,0
NEEDINESS,DEEEINNSS,3,0
NEEDING,DEEGINN,1,0
NEEDLE,DEEELN,1,0
NEEDLED,DDEEELN,3,0
NEEDLELIKE,DEEEEIKLLN,3,0
NEEDLEPOINT,DEEEILNNOPT,2,0
NEEDLES,DEEELNS,1,0
NEEDLESS,DEEELNSS,2,1
NEEDLESSLY,DEEELLNSSY,2,0
NEEDLEWORK,DEEEKLNORW,2,0
NEEDLING,DEEGILNN,3,0
NEEDS,DEENS,1,1
NEEDY,DEENY,2,0
NEEM,EEMN,3,0
NEFARIOUS,AEFINORSU,2,0
NEGATE,AEEGNT,2,0
NEGATED,ADEEGNT,3,0
NEGATES,AEEGNST,3,0
NEGATING,AEGGINNT,3,0
NEGATION,AEGINNOT,2,0
NEGATIONS,AEGINNOST,3,0
NEGATIVE,AEEGINTV,2,1
NEGATIVELY,AEEGILNTVY,1,0
NEGATIVES,AEEGINSTV,2,0
NEGATIVISM,AEGIIMNSTV,3,1
NEGATIVITY,AEGIINTTVY,2,0
NEGLECT,CEEGLNT,2,0
NEGLECTED,CDEEEGLNT,2,0
NEGLECTFUL,CEEFGLLNTU,2,0
NEGLECTING,CEEGGILNNT,2,0
NEGLECTS,CEEGLNST,2,0
NEGLIGEE,EEEGGILN,3,0
NEGLIGEES,EEEGGILNS,3,0
NEGLIGENCE,CEEEGGILNN,2,0
NEGLIGENT,EEGGILNNT,2,0
NEGLIGENTLY,EEGGILLNNTY,3,0
NEGLIGIBLE,BEEGGIILLN,2,0
NEGLIGIBLY,BEGGIILLNY,3,0
NEGOTIABLE,ABEEGILNOT,2,0
NEGOTIATE,AEEGINOTT,1,0
NEGOTIATED,ADEEGINOTT,2,0
NEGOTIATES,AEEGINOSTT,2,0
NEGOTIATING,AEGGIINNOTT,1,0
NEGOTIATION,AEGIINNOOTT,1,0
NEGOTIATIONS,AEGIINNOOSTT,1,0
NEGOTIATOR,AEGINOORTT,2,0
NEGOTIATORS,AEGINOORSTT,2,0
NEGRITUDE,DEEGINRTU,3,0
NEGROID,DEGINOR,3,3
NEIGH,EGHIN,3,1
NEIGHBOR,BEGHINOR,1,0
NEIGHBORHOOD,BDEGHHINOOOR,1,0
NEIGHBORHOODS,BDEGHHINOOORS,1,0
NEIGHBORING,BEGGHIINNOR,1,0
NEIGHBORLINESS,BEEGHIILNNORSS,3,0
NEIGHBORLY,BEGHILNORY,3,0
NEIGHBORS,BEGHINORS,1,0
NEIGHBOUR,BEGHINORU,3,0
NEIGHBOURING,BEGGHIINNORU,3,0
NEIGHBOURS,BEGHINORSU,2,0
NEIGHED,DEEGHIN,3,1
NEIGHING,EGGHIINN,3,0
NEITHER,EEHINRT,1,1
NEMATODE,ADEEMNOT,3,0
NEMATODES,ADEEMNOST,2,0
NEMESES,EEEMNSS,3,0
NEMESIS,EEIMNSS,2,0
NEOCLASSIC,ACCEILNOSS,3,0
NEOCLASSICAL,AACCEILLNOSS,2,0
NEOCLASSICISM,ACCEIILMNOSSS,3,0
NEOCOLONIAL,ACEILLNNOOO,3,0
NEOCOLONIALISM,ACEIILLMNNOOOS,3,0
NEOCON,CENNOO,3,0
NEOCONS,CENNOOS,3,0
NEOCONSERVATISM,ACEEIMNNOORSSTV,3,0
NEOCONSERVATIVE,ACEEEINNOORSTVV,2,0
NEOCORTEX,CEENOORTX,3,0
NEODYMIUM,DEIMMNOUY,3,0
NEOLIBERAL,ABEEILLNOR,3,0
NEOLIBERALISM,ABEEIILLMNORS,2,0
NEOLIBERALS,ABEEILLNORS,3,0
NEOLITHIC,CEHIILNOT,2,0
NEOLOGISM,EGILMNOOS,3,0
NEOLOGISMS,EGILMNOOSS,3,1
NEOMYCIN,CEIMNNOY,3,0
NEON,ENNO,2,1
NEONATAL,AAELNNOT,2,0
NEONATE,AEENNOT,3,0
NEONATES,AEENNOST,3,0
NEONATOLOGIST,AEGILNNOOOSTT,3,0
NEONATOLOGY,AEGLNNOOOTY,3,0
NEONS,ENNOS,3,1
NEOPHYTE,EEHNOPTY,2,0
NEOPHYTES,EEHNOPSTY,3,0
NEOPLASIA,AAEILNOPS,3,0
NEOPLASM,AELMNOPS,3,0
NEOPLASMS,AELMNOPSS,3,0
NEOPLASTIC,ACEILNOPST,3,0
NEOPRENE,EEENNOPR,2,0
NEOREALISM,AEEILMNORS,3,0
NEOREALIST,AEEILNORST,3,0
NEOREALISTS,AEEILNORSST,3,0
NEOTROPICS,CEINOOPRST,3,0
NEPHEW,EEHNPW,1,0
NEPHEWS,EEHNPSW,2,0
NEPHRECTOMY,CEEHMNOPRTY,3,0
NEPHRITE,EEHINPRT,3,0
NEPHRITIS,EHIINPRST,3,0
NEPHROLOGIST,EGHILNOOPRST,3,0
NEPHROPATHY,AEHHNOPPRTY,3,0
NEPHROTOXIC,CEHINOOPRTX,3,0
NEPOTISM,EIMNOPST,2,1
NEPOTISTIC,CEIINOPSTT,3,0
NERD,DENR,2,1
NERDS,DENRS,2,1
NERDY,DENRY,2,0
NEROLI,EILNOR,3,0
NERVE,EENRV,3,1
NERVED,DEENRV,3,0
NERVELESS,EEELNRSSV,3,0
NERVES,EENRSV,1,0
NERVING,EGINNRV,3,0
NERVOUS,ENORSUV,1,0
NERVOUSLY,ELNORSUVY,1,0
NERVOUSNESS,EENNORSSSUV,2,0
NERVY,ENRVY,3,0
NEST,ENST,2,3
NESTED,DEENST,3,1
NESTER,EENRST,3,3
NESTERS,EENRSST,3,1
NESTING,EGINNST,3,1
NESTLE,EELNST,3,0
NESTLED,DEELNST,3,0
NESTLES,EELNSST,3,0
NESTLING,EGILNNST,3,0
NESTLINGS,EGILNNSST,3,0
NESTS,ENSST,2,0
NET,ENT,2,1
NETHER,EEHNRT,3,0
NETHERWORLD,DEEHLNORRTW,3,0
NETIQUETTE,EEEINQTTTU,3,0
NETIZENS,EEINNSTZ,3,0
NETS,ENST,1,3
NETTED,DEENTT,3,1
NETTERS,EENRSTT,3,0
NETTING,EGINNTT,2,1
NETTLE,EELNTT,2,1
NETTLED,DEELNTT,3,0
NETTLES,EELNSTT,2,0
NETTLESOME,EEELMNOSTT,3,0
NETWORK,EKNORTW,3,0
NETWORKED,DEEKNORTW,3,0
NETWORKER,EEKNORRTW,3,0
NETWORKERS,EEKNORRSTW,3,0
NETWORKING,EGIKNNORTW,1,0
NETWORKS,EKNORSTW,1,0
NEURAL,AELNRU,2,1
NEURALGIA,AAEGILNRU,3,0
NEURALGIC,ACEGILNRU,3,0
NEURASTHENIA,AAEEHINNRSTU,3,0
NEURASTHENIC,ACEEHINNRSTU,3,0
NEURITIS,EIINRSTU,3,0
NEUROANATOMY,AAEMNNOORTUY,3,0
NEUROBIOLOGICAL,ABCEGIILLNOOORU,3,0
NEUROBIOLOGIST,BEGIILNOOORSTU,3,0
NEUROBIOLOGISTS,BEGIILNOOORSSTU,3,0
NEUROBIOLOGY,BEGILNOOORUY,3,0
NEUROBLASTOMA,AABELMNOORSTU,3,0
NEUROCHEMICAL,ACCEEHILMNORU,3,0
NEUROCHEMICALS,ACCEEHILMNORSU,3,0
NEUROCHEMISTRY,CEEHIMNORRSTUY,3,0
NEUROENDOCRINE,CDEEEINNNOORRU,3,0
NEUROFIBRILLARY,ABEFIILLNORRRUY,3,0
NEUROGENIC,CEEGINNORU,3,0
NEUROLOGIC,CEGILNOORU,2,0
NEUROLOGICAL,ACEGILLNOORU,2,0
NEUROLOGICALLY,ACEGILLLNOORUY,3,0
NEUROLOGIST,EGILNOORSTU,2,0
NEUROLOGISTS,EGILNOORSSTU,2,0
NEUROLOGY,EGLNOORUY,2,0
NEUROMA,AEMNORU,3,0
NEUROMAS,AEMNORSU,3,0
NEUROMUSCULAR,ACELMNORRSUUU,2,0
NEURON,ENNORU,2,0
NEURONAL,AELNNORU,3,0
NEURONS,ENNORSU,2,0
NEUROPATHIC,ACEHINOPRTU,3,0
NEUROPATHY,AEHNOPRTUY,3,0
NEUROPEPTIDE,DEEEINOPPRTU,3,0
NEUROPEPTIDES,DEEEINOPPRSTU,3,0
NEUROPHYSIOLOGY,EGHILNOOOPRSUYY,3,0
NEUROPSYCHIATRY,ACEHINOPRRSTUYY,3,0
NEUROPSYCHOLOGY,CEGHLNOOOPRSUYY,3,0
NEUROSCIENCE,CCEEEINNORSU,2,0
NEUROSCIENCES,CCEEEINNORSSU,3,0
NEUROSCIENTIFIC,CCEEFIIINNORSTU,3,0
NEUROSCIENTIST,CEEIINNORSSTTU,2,0
NEUROSCIENTISTS,CEEIINNORSSSTTU,3,0
NEUROSES,EENORSSU,3,0
NEUROSIS,EINORSSU,2,1
NEUROSURGEON,EEGNNOORRSUU,2,0
NEUROSURGEONS,EEGNNOORRSSUU,3,0
NEUROSURGERY,EEGNORRRSUUY,2,0
NEUROSURGICAL,ACEGILNORRSUU,3,0
NEUROTIC,CEINORTU,2,0
NEUROTICALLY,ACEILLNORTUY,3,0
NEUROTICISM,CEIIMNORSTU,2,0
NEUROTICS,CEINORSTU,3,1
NEUROTOXIC,CEINOORTUX,3,0
NEUROTOXICITY,CEIINOORTTUXY,3,0
NEUROTOXIN,EINNOORTUX,3,0
NEUROTOXINS,EINNOORSTUX,3,0
NEUTER,EENRTU,3,2
NEUTERED,DEEENRTU,3,0
NEUTERING,EEGINNRTU,3,0
NEUTRAL,AELNRTU,1,0
NEUTRALISING,AEGIILNNRSTU,3,0
NEUTRALITY,AEILNRTTUY,2,0
NEUTRALIZATION,AAEIILNNORTTUZ,3,0
NEUTRALIZE,AEEILNRTUZ,2,0
NEUTRALIZED,ADEEILNRTUZ,3,0
